City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
449,Elliot,ZA,-31.3333,27.85,55.42,73,12,4.14,few clouds
450,Ancud,CL,-41.8697,-73.8203,57.99,71,75,5.75,light rain
451,Visby,SE,57.6409,18.296,39.0,75,20,17.27,few clouds
452,Staryy Nadym,RU,65.6118,72.6842,27.84,93,100,10.33,overcast clouds
453,Anchorage,US,61.2181,-149.9003,25.0,42,90,10.36,light snow
454,Bom Jesus,BR,-9.0744,-44.3586,88.56,30,85,6.13,overcast clouds
455,Acapulco,MX,16.8634,-99.8901,86.0,62,40,8.05,scattered clouds
456,Opuwo,NA,-18.0607,13.84,74.17,45,41,8.72,scattered clouds
457,Abu Zabad,SD,12.35,29.25,82.17,5,9,12.39,clear sky
458,Teyateyaneng,LS,-29.1472,27.7489,56.14,58,0,3.15,clear sky
459,Lashio,MM,22.9333,97.75,63.25,72,1,1.45,clear sky
460,Canberra,AU,-35.2835,149.1281,61.0,100,100,5.14,overcast clouds
461,Srednekolymsk,RU,67.45,153.6833,10.49,84,100,3.4,overcast clouds
462,Xuddur,SO,4.1213,43.8894,77.07,68,51,16.53,broken clouds
463,Matara,LK,5.9485,80.5353,75.96,86,43,3.83,scattered clouds
464,Sovetskoye,RU,52.2861,85.4131,31.01,98,99,4.18,overcast clouds
465,Hasaki,JP,35.7333,140.8333,48.2,76,75,6.91,broken clouds
466,Rust,DE,48.2667,7.7333,41.0,69,0,2.3,clear sky
467,Pascoag,US,41.9557,-71.7023,62.6,51,1,8.05,clear sky
468,Harbour Breton,CA,47.4833,-55.7983,48.81,72,9,16.75,clear sky
469,Ismailia,EG,30.6043,32.2723,59.72,74,0,7.43,clear sky
470,Balikpapan,ID,-1.2675,116.8289,75.02,93,93,4.88,overcast clouds
471,Naantali,FI,60.4674,22.0243,35.01,80,0,6.91,clear sky
472,Impfondo,CG,1.6381,18.0667,70.72,86,99,2.08,overcast clouds
473,Funehiki,JP,37.4333,140.5833,39.2,70,40,4.61,scattered clouds
474,Lamu,KE,-2.2717,40.902,82.4,78,20,10.36,few clouds
475,Gilgit,PK,35.9221,74.3087,45.82,75,100,4.88,overcast clouds
476,Westport,US,41.1415,-73.3579,66.0,63,1,6.91,clear sky
477,Am Timan,TD,11.0297,20.2827,91.17,10,72,6.49,broken clouds
478,Crotone,IT,39.0851,17.1178,39.0,59,0,13.87,clear sky
479,Rosarito,MX,32.3333,-117.0333,69.8,72,75,10.36,broken clouds
480,Banikoara,BJ,11.2985,2.4386,92.1,10,79,3.36,broken clouds
481,Chapais,CA,49.7834,-74.8492,53.6,62,90,8.05,overcast clouds
482,Dhidhdhoo,MV,6.8833,73.1,82.2,74,10,9.19,clear sky
483,Novyy Urengoy,RU,66.0833,76.6333,0.5,99,89,4.38,overcast clouds
484,Havoysund,NO,70.9963,24.6622,24.8,86,20,4.61,few clouds
485,Hurghada,EG,27.2574,33.8129,75.2,33,0,13.8,clear sky
486,Assis,BR,-22.6617,-50.4122,75.43,50,22,9.17,few clouds
487,Dawei,MM,14.0833,98.2,75.78,86,15,2.62,few clouds
488,Tommot,RU,58.9564,126.2925,25.11,87,100,3.4,overcast clouds
489,Clovis,US,36.8252,-119.7029,75.99,27,20,9.91,few clouds
490,Mollendo,PE,-17.0231,-72.0147,69.24,85,92,7.31,overcast clouds
491,Nizhniy Kuranakh,RU,58.8353,125.4869,28.85,84,100,5.03,overcast clouds
492,Imbituba,BR,-28.24,-48.6703,75.2,69,20,5.75,few clouds
493,Mumford,GH,5.2618,-0.759,81.05,87,57,8.55,moderate rain
494,Krasnogorsk,RU,55.8225,37.3181,34.0,93,0,11.18,clear sky
495,Gaziantep,TR,37.0594,37.3825,50.0,71,0,7.05,clear sky
496,Yining,CN,29.0361,114.5636,47.89,96,16,2.62,few clouds
497,Wangaratta,AU,-36.3667,146.3333,62.01,88,90,8.05,overcast clouds
498,Tuskegee,US,32.424,-85.6916,82.99,61,37,5.99,scattered clouds
499,Troy,US,42.6056,-83.1499,63.0,94,90,8.05,moderate rain
500,Medea,DZ,36.2642,2.7539,57.2,77,20,6.91,few clouds
501,Shobara,JP,34.85,133.0167,44.6,70,75,3.44,broken clouds
502,Chikwawa,MW,-16.0335,34.8009,71.73,77,82,3.09,broken clouds
503,Sarakhs,IR,36.5449,61.1577,69.8,32,62,4.61,broken clouds
504,Genhe,CN,50.7833,121.5167,29.23,73,18,3.02,few clouds
505,Ravar,IR,31.2656,56.8055,66.69,12,8,3.65,clear sky
506,Ibara,JP,34.6,133.4667,44.6,76,0,5.75,clear sky
507,Pyay,MM,18.8167,95.2167,77.04,67,0,3.47,clear sky
508,Ambulu,ID,-8.345,113.6058,75.69,84,100,3.38,overcast clouds
509,Phayuha Khiri,TH,15.4553,100.1353,79.93,67,71,4.85,broken clouds
510,Salekhard,RU,66.53,66.6019,29.95,92,100,11.12,overcast clouds
511,Khorixas,NA,-20.3667,14.9667,77.58,40,56,4.41,broken clouds
512,Teknaf,BD,20.8624,92.3058,73.6,92,5,2.1,clear sky
513,Grand-Santi,GF,4.25,-54.3833,74.1,97,100,2.95,overcast clouds
514,Neuquen,AR,-38.9516,-68.0591,73.4,35,0,8.05,clear sky
515,Springdale,US,36.1867,-94.1288,71.6,23,1,17.27,clear sky
516,Mlowo,TZ,-9.0,32.9833,56.61,97,64,3.49,broken clouds
517,Pacific Grove,US,36.6177,-121.9166,60.8,59,1,13.8,clear sky
518,Russell,US,32.3502,-85.1999,82.4,44,20,9.22,few clouds
519,Zhangye,CN,38.9342,100.4517,49.62,67,100,12.08,overcast clouds
520,Deputatskiy,RU,69.3,139.9,-11.87,98,80,0.4,broken clouds
521,Barranca,PE,-10.75,-77.7667,71.31,79,68,7.43,broken clouds
522,Ekhabi,RU,53.5102,142.9671,20.79,79,100,19.91,overcast clouds
523,Charlottesville,US,38.0293,-78.4767,73.4,40,1,10.36,clear sky
524,Bowen,AU,-20.0167,148.2333,69.8,100,100,3.15,overcast clouds
525,Cape Coast,GH,5.1053,-1.2466,81.61,86,96,8.95,light rain
526,Karpogory,RU,64.0019,44.4451,37.69,85,100,14.88,overcast clouds
527,Husavik,IS,66.0449,-17.3389,23.0,63,90,14.97,overcast clouds
528,Maloy,NO,61.9353,5.1136,39.2,81,40,14.97,scattered clouds
529,Nagato,JP,34.3833,131.2,50.0,81,0,2.3,clear sky
530,Waraseoni,IN,21.75,80.0333,87.42,21,76,4.65,broken clouds
531,Rock Sound,BS,24.9,-76.2,72.54,59,53,9.31,broken clouds
532,Tomatlan,MX,19.9333,-105.25,86.56,37,55,8.61,broken clouds
533,Parrita,CR,9.5201,-84.3225,66.2,88,90,2.3,overcast clouds
534,Chabahar,IR,25.2919,60.643,77.13,67,0,4.83,clear sky
535,Neman,RU,55.0311,22.0264,33.21,88,11,10.09,few clouds
536,Kahului,US,20.8947,-156.47,78.8,53,40,19.57,scattered clouds
537,Rudnya,RU,54.947,31.0934,29.55,87,24,7.38,few clouds
538,Flinders,AU,-34.5833,150.8552,73.0,85,71,1.99,light rain
539,Slave Lake,CA,55.2834,-114.769,30.2,64,1,11.5,clear sky
540,Okha,RU,53.5739,142.9478,20.79,78,100,19.62,overcast clouds
541,Rutland,US,43.6167,-73.0162,69.8,35,1,10.36,clear sky
542,Keti Bandar,PK,24.1447,67.4497,79.79,62,0,14.23,clear sky
543,Ciudad Bolivar,VE,8.1222,-63.5497,96.42,30,89,3.47,overcast clouds
544,Olinda,BR,-8.0089,-34.8553,80.6,65,40,14.97,scattered clouds
545,Dong Hoi,VN,17.4833,106.6,73.78,91,7,0.56,clear sky
546,Aykhal,RU,66.0,111.5,-2.2,97,97,14.12,light snow
547,Altamira,BR,-3.2033,-52.2064,79.59,73,97,2.59,overcast clouds
548,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,77.0,94,40,3.44,scattered clouds
549,Khem Karan,IN,31.1428,74.5667,69.8,60,1,4.61,smoke
550,Forestville,US,38.8451,-76.875,70.0,45,1,13.8,clear sky
551,Gorom-Gorom,BF,14.4439,-0.2361,88.52,7,77,11.03,broken clouds
552,Korla,CN,41.7597,86.1469,51.62,56,74,9.28,broken clouds
553,Macusani,PE,-14.0833,-70.4333,42.01,86,100,4.99,overcast clouds
554,Chum Phae,TH,16.5443,102.0992,77.45,65,21,2.59,few clouds
555,Katsuura,JP,35.1333,140.3,52.0,60,54,18.72,broken clouds
556,Puerto Madryn,AR,-42.7692,-65.0385,63.88,53,85,12.41,overcast clouds
557,Bayan,CN,46.0833,127.4,32.27,46,1,2.28,clear sky
558,Mount Isa,AU,-20.7333,139.5,69.8,52,37,4.61,scattered clouds
559,Tiznit,MA,29.5833,-9.5,56.77,64,53,2.26,broken clouds
560,Ruidoso,US,33.3317,-105.673,70.0,10,20,16.11,few clouds
561,Japura,ID,-0.3167,102.35,73.62,98,97,1.7,overcast clouds
562,Hualmay,PE,-11.0964,-77.6139,71.67,81,75,7.31,broken clouds
563,Zeya,RU,53.75,127.2667,15.39,75,18,1.86,few clouds
564,Masyaf,SY,35.0653,36.3406,59.0,82,40,9.22,scattered clouds
565,Kropotkin,RU,45.4375,40.5756,44.01,79,100,10.89,light rain
566,Gannan,CN,47.9147,123.5031,38.37,31,99,5.08,overcast clouds
567,Hoquiam,US,46.9809,-123.8893,54.0,57,1,14.97,clear sky
568,Arkhangelsk,RU,64.5401,40.5433,37.4,93,90,4.47,moderate rain
569,Nyalikungu,TZ,-3.1833,33.7833,62.94,92,24,5.3,few clouds
570,Sulangan,PH,11.1373,123.7228,80.62,74,91,10.0,overcast clouds
571,Mataram,ID,-8.5833,116.1167,77.0,94,75,1.14,broken clouds
572,Luwuk,ID,-0.9516,122.7875,77.07,93,99,3.67,overcast clouds
573,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.0,67,89,1.99,overcast clouds
574,College,US,64.8569,-147.8028,12.2,52,75,16.11,broken clouds
575,Forssa,FI,60.8146,23.6215,26.01,85,5,1.99,clear sky
576,Limon,CR,10.0,-83.0333,81.36,75,100,5.61,overcast clouds
577,Taksimo,RU,56.3444,114.8794,28.67,95,100,3.09,light snow
578,Kununurra,AU,-15.7667,128.7333,71.6,94,60,5.75,broken clouds
579,Usinsk,RU,65.9939,57.5281,36.23,86,54,16.62,broken clouds
580,Ballina,AU,-28.8667,153.5667,68.0,88,16,4.61,few clouds
581,High Prairie,CA,55.4334,-116.4858,32.0,55,87,11.5,overcast clouds
582,Sisimiut,GL,66.9395,-53.6735,33.46,94,100,17.94,snow
583,Mincivan,AZ,39.0294,46.7185,69.48,32,96,3.49,overcast clouds
584,Viedma,AR,-40.8135,-62.9967,64.56,60,2,9.89,clear sky
585,Barreirinhas,BR,-2.7469,-42.8264,77.85,88,100,7.92,overcast clouds
586,Sorong,ID,-0.8833,131.25,79.61,83,100,13.29,moderate rain
587,Katherine,AU,-14.4667,132.2667,71.6,88,74,2.3,broken clouds
588,Aasiaat,GL,68.7098,-52.8699,30.2,97,100,8.34,light snow
589,Touho,NC,-20.7833,165.2333,74.41,93,100,7.34,light rain
590,Montecristo,CO,8.2971,-74.4733,84.9,79,98,1.59,overcast clouds
591,Olafsvik,IS,64.8945,-23.7142,25.11,47,4,10.11,clear sky
592,Shenjiamen,CN,29.9576,122.298,53.56,62,92,12.82,overcast clouds
593,Puerto Narino,CO,-3.7703,-70.3831,86.0,74,75,4.61,broken clouds
594,Buraydah,SA,26.326,43.975,86.0,23,40,8.05,scattered clouds
595,Ariquemes,BR,-9.9133,-63.0408,76.15,94,100,1.99,moderate rain
596,Petatlan,MX,17.5167,-101.2667,86.0,62,1,6.93,clear sky
597,Salym,RU,60.0625,71.4789,31.21,90,12,7.83,few clouds
598,Grafton,US,42.207,-71.6856,63.0,48,1,8.05,clear sky
599,Kitimat,CA,54.0524,-128.6534,41.0,72,100,4.0,light snow
600,Horasan,TR,40.0458,42.1728,47.73,65,77,2.24,broken clouds
601,Shubarshi,KZ,48.5872,57.1869,44.76,79,6,8.43,clear sky
602,Omsukchan,RU,62.5333,155.8,6.28,89,85,4.32,overcast clouds
603,Aldan,RU,58.6031,125.3894,26.55,82,100,10.4,overcast clouds
604,Yakeshi,CN,49.2833,120.7333,34.83,57,53,4.85,broken clouds
605,Kontagora,NG,10.3999,5.4695,87.69,15,83,2.93,broken clouds
606,Kousseri,CM,12.0769,15.0306,91.4,14,6,5.75,clear sky
607,Orocue,CO,4.7912,-71.3354,80.82,76,99,8.39,overcast clouds
608,Vieques,PR,18.425,-65.8329,78.8,61,75,11.5,broken clouds
609,Amga,RU,60.8953,131.9608,23.34,79,100,8.25,overcast clouds
610,Mana,GF,5.6592,-53.7767,76.6,91,100,8.37,overcast clouds
611,Tshela,CD,-4.9833,12.9333,73.44,98,100,1.74,light rain
612,Kosovska Mitrovica,XK,42.8833,20.8667,32.0,64,0,1.14,clear sky
613,Cap-Aux-Meules,CA,47.3821,-61.8597,39.2,87,6,16.11,clear sky
614,San Vicente,AR,-26.6167,-54.1333,71.15,57,54,3.2,broken clouds
615,Rocha,UY,-34.4833,-54.3333,71.73,78,100,6.96,overcast clouds
616,Olga,RU,43.7444,135.2892,33.13,52,100,9.62,overcast clouds
617,Marstal,DK,54.8562,10.5173,42.8,75,90,14.97,overcast clouds
618,Mgandu,TZ,-5.95,34.1333,58.91,97,15,4.65,few clouds
619,Balapur,IN,20.6667,76.7667,88.39,18,75,9.17,broken clouds
620,Ikovka,RU,55.6089,64.9375,33.1,99,100,3.87,overcast clouds
621,Sabha,LY,27.0377,14.4283,75.9,18,0,25.37,clear sky
622,Isla Vista,US,34.4133,-119.861,80.6,28,1,12.66,clear sky
623,Santa Rosa,PH,14.3122,121.1114,82.0,74,75,5.75,broken clouds
624,Bilma,NE,18.6853,12.9164,83.39,7,0,4.76,clear sky
625,Broome,US,42.2506,-75.833,69.8,35,1,9.22,clear sky
626,Gat,IL,31.61,34.7642,63.0,100,17,5.39,few clouds
627,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,66,90,5.75,overcast clouds
628,Cap Malheureux,MU,-19.9842,57.6142,80.01,70,100,4.0,overcast clouds
629,Jimma,ET,7.6667,36.8333,65.12,57,92,2.59,overcast clouds
630,Sandy Bay,AU,-42.913,147.3532,53.6,62,75,5.75,moderate rain
631,Itoman,JP,26.1247,127.6694,68.0,68,75,8.05,broken clouds
632,Vilcun,CL,-38.65,-72.2333,60.8,67,40,9.22,scattered clouds
633,Rundu,NA,-17.9333,19.7667,66.4,60,36,5.93,scattered clouds
634,Prince Rupert,CA,54.3161,-130.3201,39.2,81,90,16.11,snow
635,Talas,TR,38.6908,35.5538,50.0,57,20,11.5,few clouds
636,Mecca,SA,21.4267,39.8261,78.8,45,78,3.38,broken clouds
637,Onega,RU,63.9061,38.1404,31.1,96,100,15.19,light snow
638,Flin Flon,CA,54.7682,-101.865,50.0,34,90,10.36,overcast clouds
639,Tucuma,BR,-0.1833,-50.05,76.75,89,100,5.59,moderate rain
640,Abu Kamal,SY,34.4506,40.9171,75.29,22,57,4.7,broken clouds
641,Tura,IN,25.5198,90.2201,70.7,80,0,4.94,clear sky
642,Colares,PT,38.7992,-9.4469,62.01,77,100,8.01,overcast clouds
643,Yatou,CN,37.15,122.3833,43.86,67,71,6.04,broken clouds
644,Isla Mujeres,MX,21.2311,-86.731,82.4,69,75,14.97,broken clouds
645,Ahipara,NZ,-35.1667,173.1667,66.9,75,100,10.18,overcast clouds
646,Kizilskoye,RU,52.7255,58.8937,31.64,97,45,3.24,scattered clouds
647,Essenbach,DE,48.6167,12.2167,30.0,81,9,4.0,clear sky
648,Ruwi,OM,23.5996,58.5507,91.4,19,0,16.11,clear sky
649,Iracoubo,GF,5.4802,-53.2011,75.24,93,100,8.16,overcast clouds
650,Kargasok,RU,59.0556,80.8572,33.04,79,100,3.76,overcast clouds
651,Seymchan,RU,62.8833,152.4333,-2.65,96,100,2.91,overcast clouds
652,Madera,US,37.1666,-119.8343,73.0,43,4,1.01,clear sky
653,Iwaki,JP,37.05,140.8833,46.99,54,43,7.0,scattered clouds
654,Slantsy,RU,59.1182,28.0914,29.1,75,17,7.34,few clouds
655,Pointe Michel,DM,15.25,-61.3833,84.2,74,20,3.44,few clouds
656,Mackenzie,CA,55.2999,-123.1698,37.4,38,90,9.22,overcast clouds
657,Haines Junction,CA,60.7522,-137.5108,19.4,68,100,1.14,light snow
658,Harper,LR,4.375,-7.7169,79.65,86,11,3.98,light rain
659,Awjilah,LY,29.1081,21.2869,69.19,19,15,10.33,few clouds
660,Jinhua,CN,29.1078,119.6547,50.5,92,100,1.57,overcast clouds
661,Atchison,US,39.563,-95.1216,50.0,93,100,14.85,light rain
662,San Jeronimo,PE,-11.9472,-75.2829,57.43,67,96,3.0,overcast clouds
663,Puerto Ayacucho,VE,5.6639,-67.6236,78.17,88,100,6.04,light rain
664,Popondetta,PG,-8.7537,148.2534,76.68,87,100,1.16,overcast clouds
665,Muncie,US,40.1934,-85.3864,61.0,82,90,8.05,overcast clouds
666,Campbell River,CA,50.0163,-125.2446,52.0,43,75,5.75,broken clouds
667,Mercedes,AR,-34.6515,-59.4307,75.99,91,94,7.0,moderate rain
668,Bubaque,GW,11.2833,-15.8333,76.69,74,8,19.73,clear sky
669,Okahandja,NA,-21.9833,16.9167,64.99,59,0,4.61,clear sky
670,Fakel,RU,57.6325,53.0252,35.96,97,100,8.86,overcast clouds
671,Karla,EE,59.3723,24.9275,30.99,80,0,6.91,clear sky
672,Solnechnyy,RU,50.7214,136.6319,25.34,82,100,7.94,overcast clouds
673,Samarai,PG,-10.6167,150.6667,80.38,82,100,11.7,overcast clouds
674,Torrijos,ES,39.9819,-4.2835,63.0,45,100,5.39,overcast clouds
675,Pangnirtung,CA,66.1451,-65.7125,24.8,86,90,14.97,snow
